,No.,Symbol,Company Name,Market Cap,Stock Price,Revenue,Asset Turnover,Ent. Value,PE Ratio,Div. Yield,Div. Growth,Op. Income,Net Income,EPS,EBIT,EBITDA,Operating CF,Investing CF,Financing CF,Net CF,Income Tax,Total Debt,Debt Growth (YoY),Assets,Liabilities,PB Ratio,EV/EBITDA,Beta (1Y),ATR,Short Ratio
477,478,TFX,Teleflex Incorporated,9639076064,204.64,3001406000.0,0.41,11264550064.0,32.9,0.66%,25.00%,382098000.0,294869000.0,6.22,399002000.0,647337000.0,537555000.0,-624136000.0,60683000.0,-26715000.0,14705000.0,1862897000.0,0.06280000000000001,7477922000.0,2974712000.0,2.14,17.4,1.12,4.85,2.12
478,479,TPR,"Tapestry, Inc.",9514899930,41.41,6699600000.0,0.64,11366699930.0,10.96,3.38%,16.67%,1178700000.0,880800000.0,3.78,1178600000.0,1356100000.0,1400000000.0,-521000000.0,5466400000.0,6337900000.0,197100000.0,9269800000.0,1.8147,13727900000.0,10952800000.0,3.43,8.38,1.63,1.06,1.59
479,480,QRVO,"Qorvo, Inc.",9388865038,98.18,3769506000.0,0.57,10347619038.0,2.8047623177378505,0,0,91701000.0,-70322000.0,-0.72,142805000.0,463738000.0,833189000.0,-136470000.0,-459574000.0,240315000.0,143882000.0,1988012000.0,-0.029500000000000002,6554635000.0,2998263000.0,2.64,22.31,1.53,2.6,1.45
480,481,GNRC,Generac Holdings Inc.,9168534144,151.26,4024030000.0,0.78,10635470144.0,41.9,0,0,408585000.0,228408000.0,3.61,404009000.0,572562000.0,652127000.0,-163414000.0,-377141000.0,111990000.0,77364000.0,1716291000.0,-0.10949999999999999,5129520000.0,2750091000.0,3.87,18.58,1.41,4.98,2.77
481,482,BXP,"Boston Properties, Inc.",9123557310,58.09,3309808000.0,0.13,24512802310.0,48.61,6.75%,0,1045530000.0,192281000.0,1.22,799537000.0,1643061000.0,1265105000.0,-1194708000.0,-268045000.0,-197648000.0,71999543.86627582,16155879000.0,0.0654,25525978000.0,17240265000.0,1.56,14.92,1.16,1.8,6.89
482,483,HSIC,"Henry Schein, Inc.",9110828579,71.15,12451000000.0,1.25,11669828579.0,23.96,0,0,590000000.0,388000000.0,2.97,604000000.0,873000000.0,670000000.0,-1168000000.0,529000000.0,33000000.0,113000000.0,2718000000.0,0.6383,10145000000.0,5110000000.0,2.53,13.37,0.87,1.46,5.0
483,484,AAL,American Airlines Group Inc.,8817849600,13.44,53169000000.0,0.82,39682849600.0,21.68,0,0,2603000000.0,500000000.0,0.62,2793000000.0,5047000000.0,2650000000.0,778000000.0,-3309000000.0,119000000.0,192000000.0,40060000000.0,-0.0668,64384000000.0,69884000000.0,0.9264821484257182,7.86,1.58,0.43,1.52
484,485,AIZ,"Assurant, Inc.",8763246306,168.57,11368900000.0,0.34,9562546306.0,11.78,1.71%,2.88%,1060400000.0,765300000.0,14.31,1060400000.0,1259300000.0,961000000.0,-736500000.0,-457100000.0,-243700000.0,187300000.0,2081200000.0,-0.022400000000000003,33225400000.0,28305400000.0,1.78,7.59,0.53,3.22,2.67
485,486,PNW,Pinnacle West Capital Corporation,8684992320,76.48,4702748000.0,0.19,19180299320.0,16.66,4.60%,1.74%,840715000.0,521716000.0,4.59,943895000.0,1815672000.0,1343445000.0,-1665102000.0,324340000.0,2683000.0,79620000.0,10504941000.0,0.0741,24847713000.0,18537180000.0,1.4,10.56,0.48,1.09,3.86
486,487,HAS,"Hasbro, Inc.",8596588000,61.75,4759600000.0,0.64,11493288000.0,2.568083148062118,4.53%,0,-892400000.0,-1409000000.0,-10.14,-1430600000.0,-894100000.0,814600000.0,125100000.0,-770400000.0,184000000.0,-200100000.0,3466900000.0,-0.11689999999999999,6203000000.0,5173100000.0,8.35,1.563526651165827,0.66,1.69,3.79
487,488,DAY,Dayforce Inc,8555022000,54.18,1574600000.0,0.17,9401122000.0,164.18,0,0,135400000.0,52000000.0,0.33,126200000.0,285400000.0,217300000.0,-492100000.0,-75900000.0,-345000000.0,34000000.0,1239400000.0,-0.0085,10775200000.0,8342400000.0,3.52,32.94,1.3,2.11,6.49
488,489,PARA,Paramount Global,8367361055,12.01,30072000000.0,0.56,21790361055.0,2.499605531764086,1.67%,-74.03%,150000000.0,-44000000.0,-0.15,719000000.0,1137000000.0,1113000000.0,903000000.0,-1716000000.0,275000000.0,-152000000.0,15807000000.0,-0.0837,52027000000.0,29690000000.0,0.38,19.16,1.76,0.57,2.88
489,490,BWA,BorgWarner Inc.,8188497720,35.94,15259000000.0,1.02,10891497720.0,13.61,1.22%,-26.42%,1231000000.0,614000000.0,2.64,979000000.0,979000000.0,1281000000.0,-572000000.0,-530000000.0,87000000.0,360000000.0,3740000000.0,-0.1173,14122000000.0,8080000000.0,1.4,11.13,1.28,0.78,4.95
490,491,BIO,"Bio-Rad Laboratories, Inc.",8172092761,286.09,2605238000.0,0.21,7920578761.0,2.4412724797238767,0,0,320591000.0,-322370000.0,-10.69,-394476000.0,-394476000.0,346616000.0,47588000.0,-429935000.0,-30751000.0,-121485000.0,1399720000.0,0.013000000000000001,12609893000.0,3558759000.0,0.9,1.4863204829198313,0.94,7.27,2.84
491,492,FRT,Federal Realty Investment Trust,8129354800,98.0,1150418000.0,0.14,12604788800.0,34.88,4.45%,0.93%,412558000.0,230354000.0,2.81,410663000.0,737193000.0,553983000.0,-324456000.0,-231984000.0,-2457000.0,64153686.72980034,4571370000.0,0.008100000000000001,8271660000.0,5092704000.0,2.79,17.1,1.21,1.63,2.54
492,493,FMC,FMC Corporation,7849804020,62.89,4060500000.0,0.35,11848104020.0,7.03,3.69%,2.20%,325100000.0,1122800000.0,8.95,208500000.0,393800000.0,313100000.0,-123700000.0,-203100000.0,-76600000.0,-1161800000.0,4416100000.0,0.020499999999999997,11978400000.0,7645500000.0,1.82,30.09,0.88,2.18,5.15
493,494,MKTX,MarketAxess Holdings Inc.,7820025315,206.35,759696000.0,0.42,7475787315.0,30.3,1.43%,2.82%,312163000.0,257042000.0,6.81,333391000.0,411771000.0,321291000.0,-138366000.0,-151458000.0,32524000.0,74180000.0,78070000.0,-0.039900000000000005,1926963000.0,608730000.0,5.93,18.16,0.98,6.03,2.83
494,495,MTCH,"Match Group, Inc.",7797355800,29.35,3437027000.0,0.79,10720389800.0,12.82,0,0,903345000.0,653928000.0,2.29,929112000.0,999138000.0,1060507000.0,-82839000.0,-628755000.0,344928000.0,114295000.0,3843901000.0,0.0017000000000000001,4403453000.0,4511125000.0,0.8192599421999367,10.73,1.51,0.91,2.68
495,496,GL,Globe Life Inc.,7746964012,83.96,5542354000.0,0.2,10026939012.0,8.03,1.14%,7.51%,1341025000.0,1001362000.0,10.46,1341025000.0,1341025000.0,1355901000.0,-1410315000.0,-32791000.0,-88561000.0,233593000.0,2363522000.0,0.10310000000000001,28570593000.0,23531432000.0,1.54,7.48,0.78,4.44,1.03
496,497,MHK,"Mohawk Industries, Inc.",7392792456,115.76,11008292000.0,0.8,9791392456.0,2.2084698863519288,0,0,-266998000.0,-414754000.0,-6.52,-255758000.0,358860000.0,1255653000.0,-417245000.0,-737733000.0,85592000.0,83719000.0,3057100000.0,-0.1809,13531500000.0,5883700000.0,0.97,27.28,1.35,2.67,2.47
497,498,CZR,"Caesars Entertainment, Inc.",7197996160,33.26,11440000000.0,0.34,31403996160.0,9.4,0,0,2354000000.0,764000000.0,3.54,2278000000.0,3924000000.0,1715000000.0,-1289000000.0,-784000000.0,-358000000.0,-824000000.0,25058000000.0,-0.0219,33059000000.0,28471000000.0,1.63,8.0,2.83,1.38,4.01
498,499,ETSY,"Etsy, Inc.",7141098310,61.07,2753454000.0,1.08,8486426310.0,27.89,0,0,269732000.0,296035000.0,2.19,305246000.0,400243000.0,718915000.0,-62316000.0,-660999000.0,-3300000.0,-4831000.0,2389040000.0,-0.0002,2497671000.0,3081432000.0,0.7503076605398288,21.2,2.0,2.1,3.81
499,500,NCLH,Norwegian Cruise Line Holdings Ltd.,7104918960,16.56,8919200000.0,0.46,20294621960.0,23.0,0,0,1138587000.0,342852000.0,0.72,1125475000.0,2043127000.0,2309552000.0,-2916030000.0,465692000.0,-140786000.0,8172000.0,13749517000.0,0.0471,19825188000.0,19463097000.0,19.62,9.93,2.6,0.7,2.8
500,501,IVZ,Invesco Ltd.,6949888950,15.45,5773500000.0,0.2,14152288950.0,2.076160064132203,5.31%,5.57%,-431200000.0,-574000000.0,-0.73,-339700000.0,-158600000.0,1345300000.0,-577100000.0,-555200000.0,213000000.0,-70900000.0,8627900000.0,0.044199999999999996,28077200000.0,12224400000.0,0.48,1.2640290073187044,1.44,0.35,1.63
501,502,RHI,Robert Half International Inc.,6875210160,65.52,6152119000.0,2.05,6575256160.0,19.56,3.24%,10.99%,368706000.0,352842000.0,3.35,498372000.0,598183000.0,555439000.0,-71513000.0,-486963000.0,-6790000.0,145530000.0,240985000.0,0.08539999999999999,2889702000.0,1370457000.0,4.53,10.99,1.3,1.32,3.64
502,503,CMA,Comerica Incorporated,6691665840,50.47,3313000000.0,0.04,8677665840.0,10.03,5.63%,2.16%,902000000.0,668000000.0,5.03,902000000.0,991000000.0,584000000.0,6239000000.0,-12422000000.0,-5599000000.0,207000000.0,7121000000.0,-0.6065999999999999,79444000000.0,73394000000.0,1.11,8.76,1.29,1.35,2.63
